hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,autobahn_length_in_cell_km_1939,autobahn_segments_hitting_cell_1939,x_min,x_max,y_min,y_max
K000000082,Paracelsus-Klinik Henstedt-Ulzburg,10.0052,53.7483,Wilstedter Str. 134,24558,Henstedt-Ulzburg,Schleswig-Holstein,"Henstedt-Ulzburg, Wilstedter Straße 134, 24558 Henstedt-Ulzburg",Schleswig-Holstein,4321343.099009675,3404546.837882907,30000,0.0,0,4306343.099009675,4336343.099009675,3389546.837882907,3419546.837882907
K000000083,Curtius Klinik,10.5659,54.1714,Neue Kampstr. 2,23714,Bad Malente,Schleswig-Holstein,"Curtius Klinik, Neue Kampstrasse 2, 23714 Bad Malente",Schleswig-Holstein,4357964.443784299,3451775.540590252,30000,0.0,0,4342964.443784299,4372964.443784299,3436775.540590252,3466775.540590252
K000000084,Klinik Manhagen,10.2571,53.6629,Sieker Landstr. 19,22927,Großhansdorf,Schleswig-Holstein,"Klinik Manhagen, Sieker Landstraße 19, 22927 Großhansdorf",Schleswig-Holstein,4337997.730715862,3395073.3544413997,30000,39.37385534001852,2,4322997.730715862,4352997.730715862,3380073.3544413997,3410073.3544413997
K000000085,Johanniter Klinik für Geriatrie Geesthacht,10.3826,53.4266,Johannes-Ritter-Str. 100,21502,Geesthacht,Schleswig-Holstein,"Johanniter Klinik für Geriatrie Geesthacht, Johannes-Ritter-Str. 100, 21502 Geesthacht",Schleswig-Holstein,4346435.326127027,3368814.087482195,30000,0.9859022796550465,2,4331435.326127027,4361435.326127027,3353814.087482195,3383814.087482195
K000000086,HELIOS Klinik Kiel,10.1164,54.3046,Hamburger Chaussee 77,24113,Kiel,Schleswig-Holstein,"HELIOS Klinik Kiel, Hamburger Chaussee 77, 24113 Kiel",Schleswig-Holstein,4328579.04883123,3466460.047375165,30000,0.0,0,4313579.04883123,4343579.04883123,3451460.047375165,3481460.047375165
K000000087,"VAMED Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich",10.3826,53.4266,Johannes-Ritter-Str. 100,21502,Geesthacht,Schleswig-Holstein,"VAMED Klinik Geesthacht: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich, Johannes-Ritter-Straße 100, 21502 Geesthacht",Schleswig-Holstein,4346435.326127027,3368814.087482195,30000,0.9859022796550465,2,4331435.326127027,4361435.326127027,3353814.087482195,3383814.087482195
K000000088,"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel",10.1419,54.3298,Arnold-Heller-Str. 3,24105,Kiel,Schleswig-Holstein,"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Kiel, Arnold-Heller-Straße 3, 24105 Kiel",Schleswig-Holstein,4330233.806547816,3469267.3455557753,30000,0.0,0,4315233.806547816,4345233.806547816,3454267.3455557753,3484267.3455557753
K000000089,"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck",10.7093,53.8399,Ratzeburger Allee 160,23538,Lübeck,Schleswig-Holstein,"UNIVERSITÄTSKLINIKUM Schleswig-Holstein, Campus Lübeck, Ratzeburger Allee 160, 23538 Lübeck",Schleswig-Holstein,4367697.968344837,3414969.046453106,30000,24.782149764417248,3,4352697.968344837,4382697.968344837,3399969.046453106,3429969.046453106
K000000090,Zentrum für Integrative Psychiatrie - ZIP gGmbH,10.1438,54.3424,Niemannsweg 147,24105,Kiel,Schleswig-Holstein,"Zentrum für Integrative Psychiatrie - ZIP gGmbH, Niemannsweg 147, 24105 Kiel",Schleswig-Holstein,4330354.607008169,3470669.7555588447,30000,0.0,0,4315354.607008169,4345354.607008169,3455669.7555588447,3485669.7555588447
K000000091,Ameos Klinika Lübeck,10.692,53.8489,Weidenweg 9- 15,23562,Lübeck,Schleswig-Holstein,"Ameos Klinika Lübeck, Weidenweg 9- 15, 23562 Lübeck",Schleswig-Holstein,4366549.329595775,3415959.5442072907,30000,26.185099540979614,3,4351549.329595775,4381549.329595775,3400959.5442072907,3430959.5442072907
K000000092,"Sana Kliniken Lübeck GmbH, Krankenhaus Süd",10.6883,53.8492,Kronsforder Allee 71-73,23560,Lübeck,Schleswig-Holstein,"Sana Kliniken Lübeck GmbH, Krankenhaus Süd, Kronsforder Allee 71-73, 23560 Lübeck",Schleswig-Holstein,4366305.472248047,3415990.6076016733,30000,26.54465860269207,3,4351305.472248047,4381305.472248047,3400990.6076016733,3430990.6076016733
K000000093,Zentrum für Integratrive Psychiatrie - ZIP gGmbH,10.7037,53.834,Ratzeburger Allee 160,23538,Lübeck,Schleswig-Holstein,"Zentrum für Integratrive Psychiatrie - ZIP gGmbH, Ratzeburger Allee 160, 23538 Lübeck",Schleswig-Holstein,4367335.765349383,3414308.903165477,30000,25.1900676077682,3,4352335.765349383,4382335.765349383,3399308.903165477,3429308.903165477
K000000094,Psychiatrische Tagesklinik Neumünster gGmbH,9.988,54.0745,Parkstr. 17,24534,Neumünster,Schleswig-Holstein,"Psychiatrische Tagesklinik Neumünster gGmbH, Parkstr. 17, 24534 Neumünster",Schleswig-Holstein,4320214.336764236,3440847.664092621,30000,0.0,0,4305214.336764236,4335214.336764236,3425847.664092621,3455847.664092621
K000000095,Universitätsklinikum Hamburg-Eppendorf,9.9783,53.5903,Martinistr. 52,20246,Hamburg,Hamburg,"Universitätsklinikum Hamburg-Eppendorf, Martinistraße 52, 20246 Hamburg",Hamburg,4319562.888342086,3386964.249683469,30000,18.300602808725,5,4304562.888342086,4334562.888342086,3371964.249683469,3401964.249683469
K000000096,Asklepios Klinik St. Georg,10.0186,53.5585,Lohmühlenstr. 5,20099,Hamburg,Hamburg,"Asklepios Klinik St. Georg, Lohmühlenstr. 5, 20099 Hamburg",Hamburg,4322232.729148497,3383425.3861594987,30000,27.837309159190127,5,4307232.729148497,4337232.729148497,3368425.3861594987,3398425.3861594987
K000000097,Asklepios Klinik Barmbek,10.0361,53.6065,Rübenkamp 220,22291,Hamburg,Hamburg,"Asklepios Klinik Barmbek, Rübenkamp 220, 22291 Hamburg",Hamburg,4323389.861911492,3388767.419120846,30000,24.10486989965487,4,4308389.861911492,4338389.861911492,3373767.419120846,3403767.419120846
K000000098,Schön Klinik Hamburg Eilbek,10.0527,53.5776,Dehnhaide 120,22081,Hamburg,Hamburg,"Schön Klinik Hamburg Eilbek, Dehnhaide 120, 22081 Hamburg",Hamburg,4324491.1681827,3385552.0060616676,30000,28.607358105876095,5,4309491.1681827,4339491.1681827,3370552.0060616676,3400552.0060616676
K000000099,Asklepios Klinik Altona,9.9011,53.5549,Paul-Ehrlich-Str. 1,22763,Hamburg,Hamburg,"Asklepios Klinik Altona, Paul-Ehrlich-Straße 1, 22763 Hamburg",Hamburg,4314444.776362332,3383029.079228064,30000,16.16552279759314,4,4299444.776362332,4329444.776362332,3368029.079228064,3398029.079228064
K000000100,Asklepios Klinikum Harburg,9.9501,53.4611,Eißendorfer Pferdeweg 52,21075,Hamburg,Hamburg,"Asklepios Klinikum Harburg, Eißendorfer Pferdeweg 52, 21075 Hamburg",Hamburg,4317685.291994511,3372587.4047006005,30000,43.52636882582143,7,4302685.291994511,4332685.291994511,3357587.4047006005,3387587.4047006005
K000000101,Asklepios  Westklinikum Hamburg GmbH,9.7737,53.583,Suurheid 20,22559,Hamburg,Hamburg,"Asklepios  Westklinikum Hamburg GmbH, Suurheid 20, 22559 Hamburg",Hamburg,4306010.438906847,3386175.0603040187,30000,0.0,0,4291010.438906847,4321010.438906847,3371175.0603040187,3401175.0603040187
K000000102,Asklepios Klinik Wandsbek,10.0884,53.5698,Alphonsstr. 14,22043,Hamburg,Hamburg,"Asklepios Klinik Wandsbek, Alphonsstraße 14, 22043 Hamburg",Hamburg,4326857.223491121,3384686.2987552956,30000,34.60184090352941,5,4311857.223491121,4341857.223491121,3369686.2987552956,3399686.2987552956
K000000103,Bundeswehrkrankenhaus Hamburg,10.0747,53.594,Lesserstr. 180,22049,Hamburg,Hamburg,"Bundeswehrkrankenhaus Hamburg, Lesserstraße 180, 22049 Hamburg",Hamburg,4325946.6773606725,3387378.3311831728,30000,29.568900222331674,5,4310946.6773606725,4340946.6773606725,3372378.3311831728,3402378.3311831728
K000000104,Albertinen Krankenhaus / Albertinen Haus gemeinnützige GmbH,9.9049,53.6305,Süntelstr. 11a,22457,Hamburg,Hamburg,"Albertinen Krankenhaus / Albertinen Haus gemeinnützige GmbH, Süntelstraße 11a, 22457 Hamburg",Hamburg,4314707.819783035,3391441.7521284763,30000,7.723393231269632,3,4299707.819783035,4329707.819783035,3376441.7521284763,3406441.7521284763
K000000105,AKK Altonaer Kinderkrankenhaus gGmbH,9.9134,53.5528,Bleickenallee 38,22763,Hamburg,Hamburg,"AKK Altonaer Kinderkrankenhaus gGmbH, Bleickenallee 38, 22763 Hamburg",Hamburg,4315259.753703934,3382794.34189652,30000,17.24258792142466,4,4300259.753703934,4330259.753703934,3367794.34189652,3397794.34189652
K000000106,Ev. Amalie Sieveking - Krankenhaus,10.1493,53.6409,Haselkamp 33,22359,Hamburg,Hamburg,"Ev. Amalie Sieveking - Krankenhaus, Haselkamp 33, 22359 Hamburg",Hamburg,4330875.840577923,3392605.142693367,30000,35.72775173524159,4,4315875.840577923,4345875.840577923,3377605.142693367,3407605.142693367
K000000107,BG Klinikum Hamburg gGmbH,10.1738,53.507,Bergedorfer Str. 10,21033,Hamburg,Hamburg,"BG Klinikum Hamburg gGmbH, Bergedorfer Straße 10, 21033 Hamburg",Hamburg,4332532.6179091185,3377707.9686900447,30000,39.890281795215216,6,4317532.6179091185,4347532.6179091185,3362707.9686900447,3392707.9686900447
K000000108,Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH,10.0245,53.6141,Elisabeth-Flügge-Str. 1,22337,Hamburg,Hamburg,"Evangelisches Krankenhaus Alsterdorf gemeinnützige GmbH, Elisabeth-Flügge-Straße 1, 22337 Hamburg",Hamburg,4322621.639028757,3389612.851480095,30000,22.166186073279025,4,4307621.639028757,4337621.639028757,3374612.851480095,3404612.851480095
K000000110,Heinrich Sengelmann Tagesklinik Ahrensburg,10.2415,53.6728,Carl-Barckmann-Str. 5,22926,Ahrensburg,Schleswig-Holstein,"Heinrich Sengelmann Tagesklinik Ahrensburg, Carl-Barckmann-Straße 5, 22926 Ahrensburg",Schleswig-Holstein,4336962.648865514,3396171.508352434,30000,40.98716541161661,2,4321962.648865514,4351962.648865514,3381171.508352434,3411171.508352434
K000000111,Heinrich Sengelmann Tagesklinik Reinbek,10.246,53.5215,Kinauweg 9,21465,Reinbek,Schleswig-Holstein,"Heinrich Sengelmann Tagesklinik Reinbek, Kinauweg 9, 21465 Reinbek",Schleswig-Holstein,4337317.940460046,3379335.4308625506,30000,36.79749039381812,5,4322317.940460046,4352317.940460046,3364335.4308625506,3394335.4308625506
K000000112,Heinrich Sengelmann Krankenhaus,10.1536,53.7575,Kayhuder Str. 65,23863,Bargfeld-Stegen,Schleswig-Holstein,"Heinrich Sengelmann Krankenhaus, Kayhuder Straße 65, 23863 Bargfeld-Stegen",Schleswig-Holstein,4331132.408163484,3405581.374836209,30000,18.510881899319347,1,4316132.408163484,4346132.408163484,3390581.374836209,3420581.374836209
K000000113,Israelitisches Krankenhaus in Hamburg,9.9912,53.606,Orchideenstieg 14,22297,Hamburg,Hamburg,"Israelitisches Krankenhaus in Hamburg, Orchideenstieg 14, 22297 Hamburg",Hamburg,4320417.422917345,3388711.217789853,30000,18.03095665647651,4,4305417.422917345,4335417.422917345,3373711.217789853,3403711.217789853
K000000114,Katholisches Kinderkrankenhaus Wilhelmstift gGmbH,10.164,53.5864,Liliencronstr. 130,22149,Hamburg,Hamburg,"Katholisches Kinderkrankenhaus Wilhelmstift gGmbH, Liliencronstraße 130, 22149 Hamburg",Hamburg,4331862.1038780585,3386542.3151300726,30000,37.22372383652447,5,4316862.1038780585,4346862.1038780585,3371542.3151300726,3401542.3151300726
K000000115,Helios ENDO-Klinik Hamburg,9.9545,53.5508,Holstenstr. 2,22767,Hamburg,Hamburg,"Helios ENDO-Klinik Hamburg, Holstenstraße 2, 22767 Hamburg",Hamburg,4317983.9087515855,3382569.2940207454,30000,20.27990369601346,5,4302983.9087515855,4332983.9087515855,3367569.2940207454,3397569.2940207454
K000000116,Krankenhaus Jerusalem,9.9665,53.5694,Moorkamp 2-6,20357,Hamburg,Hamburg,"Krankenhaus Jerusalem, Moorkamp 2-6, 20357 Hamburg",Hamburg,4318780.32945781,3384638.7276142896,30000,19.280580292786354,5,4303780.32945781,4333780.32945781,3369638.7276142896,3399638.7276142896
K000000117,HELIOS Mariahilf Klinik Hamburg,9.938,53.4707,Stader Str. 203 c,21075,Hamburg,Hamburg,"HELIOS Mariahilf Klinik Hamburg, Stader Straße 203 c, 21075 Hamburg",Hamburg,4316882.449239803,3373656.339455688,30000,43.63418076781983,6,4301882.449239803,4331882.449239803,3358656.339455688,3388656.339455688
K000000118,Kath. Marienkrankenhaus gemeinnützige GmbH,10.0308,53.5591,Alfredstr. 9,22087,Hamburg,Hamburg,"Kath. Marienkrankenhaus gemeinnützige GmbH, Alfredstraße 9, 22087 Hamburg",Hamburg,4323041.264670396,3383492.4314984325,30000,29.025919299887686,5,4308041.264670396,4338041.264670396,3368492.4314984325,3398492.4314984325
K000000119,Wilhelmsburger Krankenhaus Groß-Sand,9.986,53.5035,Groß-Sand 3,21107,Hamburg,Hamburg,"Wilhelmsburger Krankenhaus Groß-Sand, Groß-Sand 3, 21107 Hamburg",Hamburg,4320070.9433054235,3377304.7486052243,30000,44.71387197496357,7,4305070.9433054235,4335070.9433054235,3362304.7486052243,3392304.7486052243
K000000120,KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG,9.854,53.5571,Jürgensallee 46-48,22609,Hamburg,Hamburg,"KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH & Co. KG, Jürgensallee 46-48, 22609 Hamburg",Hamburg,4311323.428820921,3383279.1738272435,30000,12.737993017840395,4,4296323.428820921,4326323.428820921,3368279.1738272435,3398279.1738272435
K000000121,Krankenhaus Tabea,9.791,53.5646,Kösterbergstr. 32,22587,Hamburg,Hamburg,"Krankenhaus Tabea, Kösterbergstr. 32, 22587 Hamburg",Hamburg,4307150.369000316,3384124.0163290543,30000,0.0,0,4292150.369000316,4322150.369000316,3369124.0163290543,3399124.0163290543
K000000122,PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co. KG,10.1473,53.5273,Oskar-Schlemmer-Str. 9-17,22115,Hamburg,Hamburg,"PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH & Co. KG, Oskar-Schlemmer-Str. 9-17, 22115 Hamburg",Hamburg,4330769.551332325,3379963.1171568707,30000,36.82563919829223,5,4315769.551332325,4345769.551332325,3364963.1171568707,3394963.1171568707
K000000124,Asklepios Klinik Nord - Heidberg,10.0286,53.6746,Tangstedter Landstr. 400,22417,Hamburg,Hamburg,"Asklepios Klinik Nord - Heidberg, Tangstedter Landstraße 400, 22417 Hamburg",Hamburg,4322890.324573078,3396345.5980059896,30000,17.01562943016803,2,4307890.324573078,4337890.324573078,3381345.5980059896,3411345.5980059896
K000000125,Praxis-Klinik Bergedorf,10.2062,53.494,Alte Holstenstr. 2 und 16,21031,Hamburg,Hamburg,"Praxis-Klinik Bergedorf, Alte Holstenstraße 2 und 16, 21031 Hamburg",Hamburg,4334686.6983639775,3376266.927943968,30000,35.45059481237126,6,4319686.6983639775,4349686.6983639775,3361266.927943968,3391266.927943968
K000000126,Bethesda Krankenhaus Bergedorf gGmbH,10.2366,53.4858,Glindersweg 80,21029,Hamburg,Hamburg,"Bethesda Krankenhaus Bergedorf gGmbH, Glindersweg 80, 21029 Hamburg",Hamburg,4336707.528478974,3375360.572211593,30000,32.22094092312671,5,4321707.528478974,4351707.528478974,3360360.572211593,3390360.572211593
K000000127,Universitäres Herz- und Gefäßzentrum UKE Hamburg GmbH,9.9739,53.5907,Martinistr. 52,20246,Hamburg,Hamburg,"Universitäres Herz- und Gefäßzentrum UKE Hamburg GmbH, Martinistraße 52, 20246 Hamburg",Hamburg,4319271.508669494,3387008.8590520755,30000,17.743216069910677,5,4304271.508669494,4334271.508669494,3372008.8590520755,3402008.8590520755
K000000128,Martini-Klinik am UKE GmbH,9.9783,53.5903,Martinistr. 52,20246,Hamburg,Hamburg,"Martini-Klinik am UKE GmbH, Martinistraße 52, 20246 Hamburg",Hamburg,4319562.888342086,3386964.249683469,30000,18.300602808725,5,4304562.888342086,4334562.888342086,3371964.249683469,3401964.249683469
K000000129,Facharztklinik Hamburg,9.9726,53.5883,Martinistr. 78,20251,Hamburg,Hamburg,"Facharztklinik Hamburg, Martinistrasse 78, 20251 Hamburg",Hamburg,4319185.313030573,3386741.8109767195,30000,17.860655648186626,5,4304185.313030573,4334185.313030573,3371741.8109767195,3401741.8109767195
K000000130,AGAPLESION DIAKONIEKLINIKUM HAMBURG,9.9669,53.5723,Hohe Weide 17,20259,Hamburg,Hamburg,"AGAPLESION DIAKONIEKLINIKUM HAMBURG, Hohe Weide 17, 20259 Hamburg",Hamburg,4318806.982146049,3384961.436733425,30000,18.996514103696374,5,4303806.982146049,4333806.982146049,3369961.436733425,3399961.436733425
K000000131,Helios Klinik Bad Gandersheim,10.027,51.8735,Albert-Rohloff-Str. 2,37581,Bad Gandersheim,Niedersachsen,"Helios Klinik Bad Gandersheim, Albert-Rohloff-Straße 2, 37581 Bad Gandersheim",Niedersachsen,4322859.525236419,3195925.162090934,30000,0.0,0,4307859.525236419,4337859.525236419,3180925.162090934,3210925.162090934
K000000132,Asklepios Harzklinik Bad Harzburg,10.5754,51.8862,Ilsenburger Str. 95,38667,Bad Harzburg,Niedersachsen,"Asklepios Harzklinik Bad Harzburg, Ilsenburger Straße 95, 38667 Bad Harzburg",Niedersachsen,4360616.9156150175,3197494.1854714686,30000,0.0,0,4345616.9156150175,4375616.9156150175,3182494.1854714686,3212494.1854714686
K000000133,Klinik Dr. Muschinsky,10.4687,51.6238,Wiesenbek 7 - 10,37431,Bad Lauterberg,Niedersachsen,"Klinik Dr. Muschinsky, Wiesenbek 7 - 10, 37431 Bad Lauterberg",Niedersachsen,4353458.19962411,3168246.7089768685,30000,0.0,0,4338458.19962411,4368458.19962411,3153246.7089768685,3183246.7089768685
K000000134,Diabeteszentrum Bad Lauterberg,10.4716,51.628,Kirchberg 21,37431,Bad Lauterberg,Niedersachsen,"Diabeteszentrum Bad Lauterberg, Kirchberg 21, 37431 Bad Lauterberg",Niedersachsen,4353656.009221937,3168715.288178272,30000,0.0,0,4338656.009221937,4368656.009221937,3153715.288178272,3183715.288178272
K000000135,Städtisches Klinikum Braunschweig gGmbH,10.5101,52.2678,Freisestr. 9/10,38118,Braunschweig,Niedersachsen,"Städtisches Klinikum Braunschweig gGmbH, Freisestraße 9/10, 38118 Braunschweig",Niedersachsen,4355823.1663072845,3239919.9291671915,30000,30.481372087291028,1,4340823.1663072845,4370823.1663072845,3224919.9291671915,3254919.9291671915
K000000136,Krankenhaus Marienstift,10.545,52.2585,Helmstedter Str. 35,38102,Braunschweig,Niedersachsen,"Krankenhaus Marienstift, Helmstedter Str. 35, 38102 Braunschweig",Niedersachsen,4358213.417368327,3238902.3873614036,30000,30.490649867510065,1,4343213.417368327,4373213.417368327,3223902.3873614036,3253902.3873614036
K000000138,Stiftung Herzogin Elisabeth Hospital,10.5266,52.2331,Leipziger Str. 24,38124,Braunschweig,Niedersachsen,"Stiftung Herzogin Elisabeth Hospital, Leipziger Str. 24, 38124 Braunschweig",Niedersachsen,4356977.567180944,3236066.917619766,30000,30.48694805227527,1,4341977.567180944,4371977.567180944,3221066.917619766,3251066.917619766
K000000139,Kirchberg-Klinik Bad Lauterberg,10.4688,51.626,Kirchberg 7-11,37431,Bad Lauterberg,Niedersachsen,"Kirchberg-Klinik Bad Lauterberg, Kirchberg 7-11, 37431 Bad Lauterberg",Niedersachsen,4353463.553907723,3168491.522097729,30000,0.0,0,4338463.553907723,4368463.553907723,3153491.522097729,3183491.522097729
K000000140,Asklepios Harzklinik Clausthal-Zellerfeld,10.3336,51.8078,Windmühlenstr. 1,38678,Clausthal-Zellerfeld,Niedersachsen,"Asklepios Harzklinik Clausthal-Zellerfeld, Windmühlenstraße 1, 38678 Clausthal-Zellerfeld",Niedersachsen,4344008.831419092,3188667.3515076716,30000,0.0,0,4329008.831419092,4359008.831419092,3173667.3515076716,3203667.3515076716
K000000141,St. Martini GmbH Krankenhaus Duderstadt,10.2467,51.5167,Göttinger Str. 34,37115,Duderstadt,Niedersachsen,"St. Martini GmbH Krankenhaus Duderstadt, Göttinger Str. 34, 37115 Duderstadt",Niedersachsen,4338124.671527733,3156255.552760158,30000,0.0,0,4323124.671527733,4353124.671527733,3141255.552760158,3171255.552760158
K000000142,Einbecker BürgerSpital GmbH,9.8686,51.8336,Andershäuser Str. 8,37574,Einbeck,Niedersachsen,"Einbecker BürgerSpital GmbH, Andershäuser Str. 8, 37574 Einbeck",Niedersachsen,4311942.311863914,3191493.511859321,30000,0.0,0,4296942.311863914,4326942.311863914,3176493.511859321,3206493.511859321
K000000143,HELIOS Klinikum Gifhorn GmbH,10.5476,52.4969,Campus 6,38518,Gifhorn,Niedersachsen,"HELIOS Klinikum Gifhorn GmbH, Campus 6, 38518 Gifhorn",Niedersachsen,4358190.5533875,3265430.5859414637,30000,0.0,0,4343190.5533875,4373190.5533875,3250430.5859414637,3280430.5859414637
K000000144,Universitätsmedizin Göttingen,9.9427,51.551,Robert-Koch-Str. 40,37075,Göttingen,Niedersachsen,"Universitätsmedizin Göttingen, Robert-Koch-Straße 40, 37075 Göttingen",Niedersachsen,4317025.504755013,3160044.3508091765,30000,16.285339620907628,1,4302025.504755013,4332025.504755013,3145044.3508091765,3175044.3508091765
K000000145,Asklepios Fachklinikum Göttingen,9.9194,51.5251,Rosdorfer Weg 70,37081,Göttingen,Niedersachsen,"Asklepios Fachklinikum Göttingen, Rosdorfer Weg 70, 37081 Göttingen",Niedersachsen,4315406.172960525,3157164.280108587,30000,26.694413998761878,1,4300406.172960525,4330406.172960525,3142164.280108587,3172164.280108587
